folio_u;tit_propio;nombre_edi;es_enlinea;catalogada;id_catalogo;nombre_largo;issn_e;issn_l;issn_imp;subtemas
21565;(Con)textos;"Universitat de Barcelona";1;1;8675;España;2013-0864;2013-0864;;Antropología
28701;+Memoria(s);"Lugar de la Memoria, la Tolerancia y la Inclusión Social. Ministerio de Cultura";1;;;Perú;3028-9297;3028-9297;2523-112X;"Antropología, Ciencias sociales y humanidades, Educación, Historia, Humanidades, Derechos humanos"
76;"A cidade de Évora.";"Câmara Municipal de Évora";0;0;34;Portugal;;0871-1992;0871-1992;"Antropología, Arqueología, Etnología, Historia, Estudios locales"
132;"Abra ";"Universidad Nacional de Costa Rica";1;1;48;"Costa Rica";2215-2997;1409-3928;1409-3928;"Antropología, Ciencia política y administración pública, Ciencias de la comunicación, Ciencias sociales y humanidades, Educación, Geografía, Historia, Sociología"
23351;Aceno;"Universidade Federal de Mato Grosso";1;0;9764;Brasil;2358-5587;2358-5587;;"Antropología, Ciencias sociales y humanidades, Sociología, Estudios latinoamericanos"
529;Afro-Ásia;"Universidade Federal da Bahia, Faculdade de Filosofia e Ciências Humanas";1;1;210;Brasil;1981-1411;0002-0591;0002-0591;"Antropología, Historia"
26573;"Afros & Amazônicos";"Universidade Federal de Rondônia (UNIR)";1;;;Brasil;2675-6862;2675-6862;;"Antropología, Ciencias sociales y humanidades, Etnología, Geografía, Historia"
577;"Agricultura, sociedad y desarrollo";"Colegio de Postgraduados";1;1;229;México;2594-0244;1870-5472;1870-5472;"Agronomía, Antropología, Cultura, Sociología"
644;"AIBR. Asociación de Antropólogos Iberoamericanos en Red";"Asociación de Antropólogos Iberoamericanos en Red";1;1;244;España;1578-9705;1578-9705;;"Antropología, Estudios latinoamericanos"
27917;"Aiken Revista de Ciencias Sociales y de la Salud.";"Juliana Burgos";1;1;11247;Argentina;2796-7506;"2796- 739";2796-7395;"Antropología, Ciencias sociales y humanidades, Multidisciplinarias, Sociología, Estudios sociales de la salud"
654;Akrópolis;"Universidade Paranaense";1;0;249;Brasil;1982-1093;1517-5367;1517-5367;"Antropología, Arqueología, Filosofía, Geografía, Historia, Sociología"
657;Al-Ulyã;"Arquivo Municipal de Loulé";0;;;Portugal;;;0872-2323;"Antropología, Arqueología, Bibliografías, Historia, Historia del arte"
21265;Alabrasto;"Fundação Escola de Sociologia e Política de São Paulo";1;0;8473;Brasil;2318-3179;;;"Antropología, Ciencia política y administración pública, Historia, Sociología"
21529;Alberca;"Asociación de Amigos del Museo Arqueológico de Lorca";1;0;8653;España;2255-1573;1697-2708;1697-2708;"Antropología, Arqueología, Ciencias sociales y humanidades, Etnología, Geografía, Historia, Museología, Estudios locales, Prehistoria, Heráldica, Ciencias y Técnicas historiográficas, Epigrafía, Numismática"
717;"Almanaque del Banco de Seguros del Estado";"Banco de Seguros del Estado";0;;;Uruguay;;0797-0595;0797-0595;"Agronomía, Antropología, Ciencias sociales y humanidades, Demografía, Ganadería, Turismo, Estudios locales, Economía agrícola, Trabajo social"
27245;Alquipir;"Ayuntamiento de Cehegín";1;1;11075;España;2792-4416;1698-0557;1698-0557;"Antropología, Arqueología, Historia, Estudios locales, Humanidades"
23812;Áltera;"Universidade Federal da Paraíba ";1;;;Brasil;2447-9837;2447-9837;;Antropología
734;Alteridades;"Universidad Autónoma Metropolitana, Unidad Iztapalapa, División de Ciencias Sociales y Humanidades, Departamento de Antropología";1;1;280;México;2448-850X;0188-7017;0188-7017;Antropología
27993;Alternautas;"University of Warwick Press";1;1;11225;Iberoamericanistas-Europa;2057-4924;2057-4924;;"Antropología, Ciencia política y administración pública, Filosofía, Sociología, Desarrollo económico, Planificación del desarrollo"
763;"Amazonia peruana";"Centro Amazónico de Antropología y Aplicación Práctica";1;;;Perú;2810-8663;0252-886X;0252-886X;Antropología
764;"Amazônica : Revista de Antropologia";"Universidade Federal do Pará (UFPA)";1;0;288;Brasil;2176-0675;1984-6215;;"Antropología, Arqueología"
21995;Ambivalências;"Universidade Federal de Sergipe (UFS)";1;0;8983;Brasil;2318-3888;2318-3888;;"Antropología, Ciencias sociales y humanidades"
24537;"América Crítica";"Università degli Studi di Cagliari";1;1;10245;Iberoamericanistas-Europa;2532-6724;;;"Antropología, Ciencias sociales y humanidades, Historia, Humanidades, Estudios latinoamericanos"
795;"América indígena";"Organización de los Estados Americanos, Instituto Indigenista Interamericano";1;;;México;;0185-1179;0185-1179;"Antropología, Sociología"
21779;Americanía;"Universidad Pablo de Olavide";1;0;8825;España;2174-0178;2174-0178;;"Antropología, Ciencias sociales y humanidades, Historia, Estudios latinoamericanos"
931;"Anales de antropología";"Universidad Nacional Autónoma de México, Instituto de Investigaciones Antropológicas";1;1;358;México;2448-6221;0185-1225;0185-1225;Antropología
23609;"Anales de arqueología y etnología";"Universidad Nacional de Cuyo, Facultad de Filosofía y Letras, Instituto de Arqueología y Etnología";1;1;9917;Argentina;2591-3093;0325-0288;;"Antropología, Arqueología"
19052;"Anales de la Academia de Geografía e Historia de Guatemala";"Academia de Geografía e Historia de Guatemala";0;;;Guatemala;;;0252-337X;"Antropología, Geografía, Historia"
805;"Anales de la Fundación Joaquín Costa";"Instituto de Estudios Altoaragoneses, Fundación Joaquín Costa";0;;;España;;;0213-1404;"Antropología, Ciencia política y administración pública, Sociología"
895;"Anales del Museo Nacional de Antropología";"Ministerio de Educación, Cultura y Deporte";1;0;346;España;2340-3519;1135-1853;1135-1853;Antropología
23028;Andelma;"Centro de Estudios Históricos Fray Pasqual Salmerón";1;;;España;2386-3811;1579-7805;1579-7805;"Antropología, Arqueología, Cultura, Demografía, Geografía, Historia, Historia de la ciencia, Historia del arte"
982;Andes;"Universidad Nacional de Salta, Facultad de Humanidades, Centro Promocional de las Investigaciones en Historia y Antropología";1;0;378;Argentina;1668-8090;0327-1676;0327-1676;Antropología
26684;"Andes del sur";"Universidad de la Frontera";1;;;Chile;0719-1545;0719-1545;;"Antropología, Ciencias sociales y humanidades, Filosofía, Geografía, Historia, Sociología"
1004;Ankulegi;"Ankulegi Antropologia Elkartea, Asociación Vasca de Antropología Ankulegi, Association Basque d'Etnologie Ankulegi";0;0;389;España;;1138-347X;1138-347X;Antropología
22346;Ankulegi;"Ankulegi Antropologia Elkartea";1;1;9217;España;2444-5703;1138-347X;;Antropología
21959;Anthropía;"Estudiantes de la Especialidad de Antropología de la Pontificia Universidad Católica del Perú";1;1;8959;Perú;2076-0574;2076-0574;2076-0574;Antropología
1033;Anthropológica;"Pontificia Universidad Católica del Perú. Departamento de Ciencias Sociales";1;0;397;Perú;2224-6428;0254-9212;0254-9212;Antropología
28593;"Anthropólogicas Visual";"Alex Vailati";1;;;Brasil;2526-3781;2526-3781;;"Antropología, Cine, Cultura, Fotografía, Museología, Sociología"
28595;"Anthropólogicas Visual";"Universidade Federal de Pernambuco (UFPE)";1;;;Brasil;2526-3781;2526-3781;;"Antropología, Cine, Cultura, Fotografía, Museología, Sociología"
1034;Anthropos;"Universidad Pontificia Salesiana, Instituto Superior Salesiano de Filosofia y Educación";0;;;Venezuela;;;;Antropología
1045;Antípoda;"Universidad de los Andes, Facultad de Ciencias Sociales";1;0;399;Colombia;2011-4273;2011-4273;1900-5407;"Antropología, Arqueología, Ciencias sociales y humanidades, Sociología"
22795;"Antrópica. Revista de Ciencias Sociales y Humanidades";"Universidad Autónoma de Yucatán, Facultad de Ciencias Antropológicas";1;1;9454;México;2448-5241;2448-5241;;"Antropología, Arqueología, Ciencias sociales y humanidades, Filosofía, Literatura, Humanidades"
1052;Antropo;"Universidad del País Vasco";1;0;402;España;1578-2603;1578-2603;;"Antropología, Biología"
1053;"Antropoanálise, Lisboa";"Sociedade de Antropoanálise";0;;;Portugal;;;0871-861X;Antropología
1056;"Antropolítica: Revista Contemporânea de Antropologia";"Universidade Federal Fluminense (UFF)";1;1;403;Brasil;2179-7331;2179-7331;1414-7378;Antropología
1057;Antropología;"Instituto Nacional de Antropología";0;;;Bolivia;;;;Antropología
1059;"Antropología ";"Instituto Nacional de Antropología e Historia";0;0;404;México;;;0188-3437;"Antropología, Historia"
23792;"Antropología americana";"Instituto Panamericano de Geografía e Historia";1;;;"Organismos Internacionales";2521-7615;2521-7607;2521-7607;"Antropología, Arqueología, Estudios latinoamericanos"
1062;"Antropología e Historia de Guatemala";"Departamento de Instigaciones Antropológicas. Arqueológicas e Historicas";0;0;406;Guatemala;;;0003-6102;"Antropología, Historia"
1064;"Antropologia portuguesa";"Universidade de Coimbra, Faculdade de Ciências e Tecnologia, Departamento de Antropologia";0;0;407;Portugal;;;0870-0990;Antropología
1066;"Antropología y técnica";"Universidad Nacional Autónoma de México, Instituto de Investigaciones Antropológicas";0;0;409;México;;;0186-9787;Antropología
22658;"Antropología: Cuadernos de investigación";"Pontificia Universidad Católica del Ecuador, Escuela de Antropología";0;0;9355;Ecuador;;;1390-4256;"Antropología, Arqueología"
22234;"Antropologías del Sur";"Universidad Academia de Humanismo Cristiano. Escuela de Antropología, Geografía e Historia";1;0;9148;Chile;0719-5532;0719-4498;0719-4498;Antropología
1068;Antropológica;"Fundación La Salle";0;0;411;Venezuela;;;0003-6110;"Antropología, Sociología"
1070;"Antropológicas ";"Universidade Fernando Pessoa. Departamento de Ciência Política e do Comportamento";1;1;412;Portugal;2182-2913;0873-819X;0873-819X;Antropología
1071;Antropologies;"Universidad de Barcelona, Facultad de Geografía e Historia";0;;;España;;;0213-7720;Antropología
2066;"Antropólogos Iberoamericanos en Red";"Asociación de Antropólogos Iberoamericanos en Red ";0;;;España;;1578-9705;1695-9752;"Antropología, Estudios latinoamericanos"
22137;"Anuário Antropológico";"Universidade de Brasília (UnB)";1;1;9071;Brasil;2357-738X;0102-4302;;"Antropología, Ciencias sociales y humanidades, Etnología"
1170;"Anuario de Estudios Atlánticos";"Cabildo de Gran Canaria";1;0;442;España;2386-5571;0570-4065;0570-4065;"Antropología, Bellas artes, Bibliografías, Economía, Geografía, Historia, Literatura, Prehistoria"
19102;"Anuario de Estudios Centroamericanos";"Editorial Universidad de Costa Rica,  Instituto de Investigaciones Sociales";1;1;7135;"Costa Rica";2215-4175;0377-7316;0377-7316;"Antropología, Historia, Sociología"
1174;"Anuario de estudios de antropología social";"Centro de Antropología Social; Instituto de Desarrollo Económico y Social";0;;;Argentina;;1669-5186;1669-5186;Antropología
1179;"Anuario de eusko-folklore";"Eusko Ikaskuntza-Sociedad de Estudios Vascos";0;0;447;España;;;0210-7732;Antropología
22083;"Anuario del PROEHAA";"Universidad Nacional de Lujan. Departamento de Ciencias Sociales. Programa de Estudios Históricos y Antropológicos Americanos";0;;;Argentina;;2469-0295;2469-0295;Antropología
1383;Apuntes;"Universidad del Pacífico";1;0;513;Perú;2223-1757;0252-1865;0252-1865;"Antropología, Economía, Historia, Sociología"
29242;"Apuntes arqueológicos";"Universidad de San Carlos de Guatemala, Escuela de Historia, Área de Arqueología";0;;;Guatemala;;1025-3319;1025-3319;"Antropología, Arqueología, Historia, Estudios locales"
1392;"Apuntes de investigación del CECYP";"Universidad de Buenos Aires; Instituto de Investigaciones Gino Germani; Grupo de Estudios en Cultura, Economía y Política";1;0;515;Argentina;1851-9814;0329-2142;0329-2142;"Antropología, Ciencias sociales y humanidades, Sociología, Estudios locales, Estudios latinoamericanos"
28889;Architecton;"Faculdade Damas da Instrução Cristã";1;;;Brasil;2236-6849;2236-6849;;"Antropología, Arqueología, Arquitectura, Arte, Historia del arte"
29830;"Archives on Food, Culture and Nutrition";"Universidad de Extremadura";1;1;11906;España;3020-3635;3020-3635;3020-8734;"Antropología, Ciencias sociales y humanidades, Etnología, Multidisciplinarias, Sociología"
1573;"Argos ";"Asociación Argentina de Estudios Clásicos";1;0;606;Argentina;1853-6379;0325-4194;0254-1637;"Administración, Antropología, Ciencias sociales y humanidades, Economía, Educación, Humanidades"
23866;Argumentos;"Universidade Estadual de Montes Claros (Unimontes)";1;1;10031;Brasil;2527-2551;1806-5627;;"Antropología, Ciencia política y administración pública, Ciencias sociales y humanidades, Sociología"
27180;Argumentos;"Instituto de Estudios Peruanos";1;;;Perú;2076-7722;1021-2760;;"Antropología, Arqueología, Ciencia política y administración pública, Economía, Educación, Sociología"
19124;"Arjé Revista de Postgrado Face-Uc";"Universidad de Carabobo";1;0;7144;Venezuela;2443-4442;1856-9153;1856-9153;"Antropología, Arte, Ciencias de la comunicación, Ciencias de la información, Ciencias sociales y humanidades, Cultura, Economía, Filosofía, Historia, Lingüística, Literatura, Pedagogía, Psicología, Humanidades"
1599;Arqueología;"Instituto de Arqueología; Facultad de Filosofía y Letras; Universidad de Buenos Aires";0;0;614;Argentina;;0327-5159;0327-5159;"Antropología, Arqueología"
27240;"Arqueología y sociedad";"Universidad Nacional Mayor de San Marcos. Museo de Arqueología y Antropología";1;1;11011;Perú;2810-8566;2810-8566;0254-8062;"Antropología, Arqueología"
29471;Arqueológicas;"Ministerio de Cultura del Perú, Museo Nacional de Arqueología, Antropología e Historia del Perú";1;;;Perú;2961-2721;0066-7803;0066-7803;"Antropología, Arqueología, Ciencias sociales y humanidades, Etnología, Historia, Prehistoria"
1658;"Arquivo de anatomia e antropologia";"Instituto de Anatomia";0;;;Portugal;;;0066-7811;"Anatomía, Antropología"
24265;"Arquivos do CMD";"Universidade de Brasília (UnB)";1;;;Brasil;2318-5422;2318-5422;;"Antropología, Arte, Cultura, Filosofía, Historia, Historia del arte, Literatura, Música, Sociología, Humanidades"
1723;"Arquivos do Museu Nacional";"Universidade Federal do Rio de Janeiro (UFRJ)";0;;;Brasil;;0365-4508;0365-4508;Antropología
22271;ArtyHum;ArtyHum;1;0;9170;España;2341-4898;2341-4898;;"Antropología, Arqueología, Arte, Artes plásticas, Bellas artes, Cine, Cultura, Filosofía, Geografía, Historia, Historia del arte, Literatura, Música, Museología, Pintura, Humanidades, Filología"
1799;"Arxiu d'etnografía de Catalunya";"Universitat Rovira i Virgili";1;1;669;España;2014-3885;2014-3885;0212-0372;"Antropología, Etnología"
28318;"Asuntos Criminológicos";"Ministerio de Justicia y Derechos Humanos";1;;;Perú;2961-2616;2961-2616;;"Antropología, Ciencia política y administración pública, Ciencias sociales y humanidades, Derecho penal, Sociología, Criminología"
28473;"Asuntos Criminológicos";"Ministerio de Justicia y Derechos Humanos. Observatorio Nacional de Política Criminal";1;;;Perú;2961-2616;2961-2616;;"Antropología, Ciencia política y administración pública, Ciencias sociales y humanidades, Derecho penal, Sociología, Criminología"
25403;"Atek Na";"Editorial de la Universidad Nacional de Luján";1;1;10549;Argentina;2422-6726;1668-1479;;"Antropología, Arqueología, Historia, Multidisciplinarias"
1838;"Atek na";"Centro Nacional Patagónico - Consejo Nacional de Investigaciones Científicas y Técnicas. Unidad de Investigación Arqueología y Antropología. ";0;;;Argentina;;1668-1479;1668-1479;"Antropología, Arqueología, Historia"
25623;"Ateliê do Turismo";"Universidade Federal de Mato Grosso do Sul (UFMS)";1;;;Brasil;2594-8407;2594-8407;;"Administración, Antropología, Ciencias sociales y humanidades, Geografía, Sociología, Turismo, Estudios locales, Planificación urbana, Estudios regionales"
25112;"Atena Journal of Public Health";"Asociación de Investigación Atena – Atena Research Association";1;;;España;2695-5911;2695-5911;;"Antropología, Deportes, Educación, Psicología, Salud pública, Sociología"
24974;"Atena Journal of Sports Sciences";"Asociación de Investigación Atena – Atena Research Association";1;;;España;2695-4486;2695-4486;;"Antropología, Deportes, Educación, Psicología, Salud pública, Sociología"
1907;AUSTERRA;"Universidad Bolivariana. Escuela de Antropología Social";0;;;Chile;;;0717-5078;Antropología
1923;Avá;"Programa de Postgrado en Antropología Social.";1;0;720;Argentina;1851-1694;1515-2413;1515-2413;Antropología
22089;"Avances del Cesor";"Universidad Nacional de Rosario; Facultad de Humanidades y Artes; Centro de Estudios Sociales Regionales; Consejo Nacional de Investigaciones Científicas y Técnicas";1;1;9039;Argentina;2422-6580;1514-3899;;"Antropología, Arte, Historia, Sociología"
1940;"Avances del Cesor";"Centro de Estudios Sociales Regionales; Facultad de Humanidades y Artes; Universidad Nacional de Rosario; Centro Argentino de Información Científica y Tecnológica";0;0;731;Argentina;;1514-3899;1514-3899;"Antropología, Arte, Historia, Sociología"
1953;"Avances en investigación - Facultad de Humanidades. Universidad Nacional de Salta";"Universidad Nacional de Salta, Facultad de Humanidades";0;;;Argentina;;0327-8123;0327-8123;"Antropología, Historia, Sociología"
28696;Ayé;"Universidade da Integração Internacional da Lusofonia Afro-Brasileira (UNILAB)";1;;;Brasil;2674-6360;2674-6360;;"Antropología, Ciencias sociales y humanidades, Etnología"
26733;Ayllu-Siaf;"Editorial Thémata S.L.";1;;;España;2695-5946;2695-5938;;"Antropología, Etica, Filosofía, Estudios latinoamericanos"
2030;Barbarói;"Universidade de Santa Cruz do Sul (UNISC)";1;0;772;Brasil;1982-2022;0104-6578;0104-6578;"Antropología, Ciencias sociales y humanidades, Filosofía, Psicología, Sociología"
25253;Batey;"Universidad de Oriente, Sede Contramaestre";1;;;Cuba;2225-529X;;;"Antropología, Religión, Estudios locales"
26926;"BIB - Revista Brasileira de Informação Bibliográfica em Ciências Sociais";"Associação Nacional de Pós-Graduação e Pesquisa em Ciências Sociais (ANPOCS)";1;;;Brasil;2317-6644;1516-8085;1516-8085;"Antropología, Ciencia política y administración pública, Ciencias sociales y humanidades, Sociología"
2392;"Boletim do Museu Nacional. Nova série. Antropologia";"Museu Nacional";0;;;Brasil;;0080-3189;0080-3189;Antropología
2396;"Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas";"Museu Paraense Emílio Goeldi";0;0;853;Brasil;;1981-8122;1981-8122;Antropología
21236;"Boletín - Sociedad de Investigación del Arte Rupestre de Bolivia";"Sociedad de Investigación de Arte Rupestre en Bolivia";0;0;8450;Bolivia;;;1017-4346;"Antropología, Arqueología"
2532;"Boletín Antropológico";"Universidad de Los Andes";1;;;Venezuela;2542-3304;0257-750X;0257-750X;"Antropología, Arqueología, Etnología, Museología, Religión, Prehistoria"
2593;"Boletín de Antropología";"Universidad de Antioquia";1;1;881;Colombia;2390-027X;0120-2510;0120-2510;Antropología
2784;"Boletín de la Sociedad Venezolana de Espeleología";"Sociedad Venezolana de Espeleología";0;0;948;Venezuela;;;0583-7731;"Antropología, Arqueología, Geología"
2591;"Boletín del Instituto de Antropología Universidad de Antioquia";"Universidad de Antioquia";0;;;Colombia;;0374-6283;0374-6283;Antropología
2895;"Boletín del Museo Chileno de Arte Precolombino";"Museo Chileno de Arte Precolombino";1;0;976;Chile;0718-6894;0716-1530;0716-1530;"Antropología, Arqueología, Arte, Cultura, Prehistoria"
2901;"Boletín del Museo Mapuche de Cañete";"Dirección de Bibliotecas, Archivos y Museos";0;;;Chile;;;0716-2243;Antropología
2978;"Boletín indigenista";"Instituto Indigenista Boliviano";0;;;Bolivia;;;;"Antropología, Historia"
2980;"Boletín indigenista venezolano";"Ministerio de Información, Dirección de Asuntos Indígenas";0;;;Venezuela;;;;Antropología
26021;"Boletín Museo del Hombre Dominicano";"Museo del Hombre Dominicano";0;;;"República Dominicana";;;2676-0851;"Antropología, Cultura, Etnología, Historia"
2495;"Boletín Museo del Oro";"Banco de la República";1;;;Colombia;2462-9790;2462-9790;0120-7296;Antropología
23695;"Bordes Revista de Estudios Culturales";"Universidad de Los Andes ; Fundación Cultural  Bordes";1;;;Venezuela;2244-8667;2244-8667;;"Antropología, Arte, Bellas artes, Ciencias de la comunicación, Ciencias sociales y humanidades, Cultura"
27711;"Brazilian Journal of Forensic Anthropology & Legal Medicine";"Associação Brasileira de Antropologia Forense (ABRAF)";1;;;Brasil;2675-6951;2675-6951;;"Anatomía, Antropología, Arqueología, Medicina legal"
3217;Bricolage;"Universidad Autónoma Metropolitana, Unidad Iztapalapa, División de Ciencias Sociales y Humanidades, Departamento de Antropología Social";0;;;México;;;;Antropología
3237;"Bulletin de la Société Suisse des Américanistes";"Société Suisse des Américanistes; Musée d'Ethnographie";0;;;Iberoamericanistas-Europa;;;0582-1592;"Antropología, Etnología, Estudios latinoamericanos"
2279;"Caderno de Educação Física e Esporte";"Universidade Estadual do Oeste do Paraná (UNIOESTE)";1;1;840;Brasil;2318-5090;2318-5090;2318-5104;"Antropología, Deportes, Educación, Medicina, Psicología, Salud pública"
22697;"Caderno Eletrônico de Ciências Sociais";"Universidade Federal do Espírito Santo (UFES)";1;0;9385;Brasil;2318-6933;2318-6933;;"Antropología, Ciencias sociales y humanidades, Sociología"
29589;"Cadernos da Associação Brasileira de Ensino de Ciências Sociais (CABECS)";"Associação Brasileira do ensino de Ciências Sociais";1;;;Brasil;2594-3707;2594-3707;;"Antropología, Ciencia política y administración pública, Ciencias sociales y humanidades, Educación, Sociología"
3374;"Cadernos de antropologia e imagem";"Universidade do Estado do Rio de Janeiro (UERJ)";0;0;1072;Brasil;;0104-9658;0104-9658;Antropología
19179;"Cadernos de Arte e Antropologia";"Universidade Federal da Bahia (UFBA)";1;0;7178;Brasil;2238-0361;2238-0361;;Antropología
19180;"Cadernos de Campo";"Universidade de São Paulo (USP)";1;0;7179;Brasil;2316-9133;0104-5679;0104-5679;"Antropología, Ciencias sociales y humanidades, Etnología, Sociología, Estudios de género"
3386;"Cadernos de Campo";"Universidade de São Paulo (USP)";0;;;Brasil;;0104-5679;0104-5679;Antropología
3418;"Cadernos de Estudos Sociais";"Fundação Joaquim Nabuco (FUNDAJ)";1;0;1079;Brasil;2595-4091;0102-4248;0102-4248;"Administración, Antropología, Arqueología, Ciencia política y administración pública, Ciencias de la información, Ciencias sociales y humanidades, Demografía, Economía, Educación, Geografía, Historia, Museología, Pedagogía, Psicología, Relaciones internacionales, Religión, Sociología, Economía de la empresa, Estudios locales, Planeamiento científico y tecnológico, Planificación educativa, Estudios latinoamericanos, Trabajo social, Educación media o secundaria, Educación preescolar, Educación primaria, Educación superior, Estudios de género, Planeación económica, Planificación del desarrollo, Planificación urbana"
3430;"Cadernos de História";"Pontifícia Universidade Católica de Minas Gerais (PUC Minas)";1;0;1082;Brasil;2237-8871;1679-5636;1679-5636;"Antropología, Arqueología, Educación, Geografía, Historia, Sociología"
3470;"Cadernos de pesquisa. Série antropologia";"Universidade Federal do Piauí (UFPI)";0;;;Brasil;;0102-180X;0102-180X;Antropología
21020;"Cadernos do arquivo municipal";"Câmara Municipal de Lisboa - Direção Municipal da Cultura - Departamento de Património Cultural - Divisão de Arquivo Municipal";1;1;8431;Portugal;2183-3176;0873-9870;0873-9870;"Antropología, Historia, Sociología"
3556;"Cadernos Pagu";"Universidade Estadual de Campinas (Unicamp)";1;0;1109;Brasil;1809-4449;0104-8333;0104-8333;"Antropología, Ciencias sociales y humanidades"
20238;"Cadernos Zygmunt Bauman";"Universidade Federal do Maranhão (UFMA)";1;0;7924;Brasil;2236-4099;2236-4099;;"Antropología, Arte, Ciencias sociales y humanidades, Cultura, Educación, Etica, Filosofía, Geografía, Historia, Historia de la ciencia, Lingüística, Literatura, Religión, Sociología, Estudios locales, Humanidades, Estudios latinoamericanos, Educación superior"
29880;"Café Latino";"El Café Latino";1;;;Iberoamericanistas-Europa;1954-393X;1954-393X;1954-393X;"Antropología, Arqueología, Arte, Bibliografías, Literatura"
3580;Calafia;"Universidad Autónoma de Baja California, Instituto de Geografía e Historia";0;0;1118;México;;;0186-4246;Antropología
3598;Camachalli;"Benemérita Universidad Autónoma de Puebla, Facultad de Filosofía y Letras, Colegio de Antropología Social";0;0;1128;México;;;;Antropología
3619;Campos;"Universidade Federal do Paraná (UFPR)";1;0;1139;Brasil;2317-6830;1519-5538;1519-5538;"Antropología, Ciencias sociales y humanidades, Etnología"
26102;"Canoa do Tempo";"Universidade Federal do Amazonas (UFAM)";1;1;10775;Brasil;2594-8148;1982-0755;;"Antropología, Arqueología, Ciencia política y administración pública, Ciencias sociales y humanidades, Cultura, Educación, Etica, Filosofía, Historia, Literatura, Religión, Sociología, Humanidades, Educación primaria, Estudios sociales de la salud"
25561;"Capim Dourado";"Universidade Federal do Tocantins (UFT)";1;0;11790;Brasil;2595-7341;2595-7341;;"Administración, Antropología, Ciencias de la comunicación, Ciencias de la información, Ciencias sociales y humanidades"
3696;"Caribbean Studies";"Universidad de Puerto Rico, Instituto de Estudios del Caribe";1;0;1157;"Puerto Rico";1940-9095;0008-6533;;"Antropología, Ciencia política y administración pública, Economía, Geografía, Literatura"
25106;Cátedra;"Universidad de Panamá, Centro de Investigación de la Facultad de Humanidades";1;1;10428;Panamá;2415-2358;2523-0115;;"Antropología, Bibliotecología, Ciencias sociales y humanidades, Demografía, Educación, Historia, Museología, Religión, Sociología, Turismo, Estudios latinoamericanos, Trabajo social, Estudios de género, Estudios regionales"
3805;Ce-Acatl;"Centro de Estudios Antropológicos, Científicos, Artísticos, Tradicionales y Lingüísticos";0;;;México;;;0187-7052;"Antropología, Cultura"
28321;"Chone Ciencia y Tecnología";"Editorial ""Campus Chone""";1;1;11763;Ecuador;2960-8228;2960-8228;;"Antropología, Computación, Educación, Geografía, Salud pública"
3907;Chungará;"Universidad de Tarapacá. Facultad de Ciencias Sociales y Jurídicas. Departamento de Antropología";1;1;1211;Chile;0717-7356;0716-1182;0716-1182;"Antropología, Arqueología, Etnología"
3969;"Ciencia crítica";"Museo Provincial de Ciencias Naturales ";0;;;Argentina;;1853-1008;1853-1008;"Antropología, Biología, Botánica, Geología, Museología, Paleontología, Pedagogía, Zoología"
4122;"Ciencias Espaciales";"Universidad Nacional Autónoma de Honduras. Facultad de Ciencias Espaciales";1;0;1309;Honduras;2225-5249;;;"Antropología, Arqueología, Astronomía, Cartografía, Ciencias atmosféricas, Geodesia, Geofísica, Geología, Matemáticas, Ciencia, Ciencia y Tecnología"
21605;"Ciencias sociales y humanidades";"Universidad de San Carlos de Guatemala, Dirección General de Investigación";1;1;8701;Guatemala;2410-6291;2409-3475;2409-3475;"Antropología, Ciencias sociales y humanidades, Educación, Historia, Psicología, Sociología"
26497;"Cinema & Território";"Universidade da Madeira";1;0;11178;Portugal;2183-7902;2183-7902;;"Antropología, Arte, Artes plásticas, Bellas artes, Cine, Cultura, Diseño, Folklore, Fotografía, Historia del arte, Literatura, Multidisciplinarias, Música, Pintura, Humanidades, Teatro, Danza"
4252;"Civitas : Revista de Ciências Sociais";"Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS)";1;0;1365;Brasil;1984-7289;1519-6089;1519-6089;"Antropología, Ciencia política y administración pública, Ciencias sociales y humanidades, Sociología"
23310;Classica;"Sociedade Brasileira de Estudos Clássicos (SBEC)";1;1;9741;Brasil;2176-6436;0103-4316;0103-4316;"Antropología, Filosofía, Historia, Lingüística, Literatura, Filología"
25759;Cognita;"Universidad Autónoma de Tlaxcala";1;;;México;2683-1503;2683-149X;2683-149X;"Antropología, Ciencia política y administración pública, Ciencias sociales y humanidades, Sociología, Estudios de género"
24832;"Coisas do Gênero";"Faculdades EST";1;;;Brasil;2447-2654;2447-2654;;"Antropología, Arte, Ciencias sociales y humanidades, Cine, Cultura, Diseño, Etica, Filosofía, Historia, Literatura, Multidisciplinarias, Pedagogía, Psicología, Religión, Sociología, Estudios locales, Humanidades, Estudios latinoamericanos, Trabajo social, Estudios de género, Derechos humanos, Estudios regionales"
4457;Comechingonia;"Centro de Estudios Históricos Prof. Carlos S. A. Segreti. Unidad Asociada al CONICET.";0;0;1425;Argentina;;0326-7911;0326-7911;"Antropología, Arqueología, Ciencias sociales y humanidades, Cultura, Historia, Estudios locales, Humanidades, Prehistoria, Estudios latinoamericanos"
20370;"Comechingonia virtual";"Centro de Estudios Históricos Prof. Carlos S. A. Segreti";1;0;8022;Argentina;1851-0027;0326-7911;;"Antropología, Arqueología, Historia, Museología"
